shi_cd,date,daily_total_mm
19,2015-12-04,1.0186
19,2015-12-03,14.8471
19,2015-12-06,5.9727
19,2015-12-11,0.0000
19,2015-12-10,0.0000
19,2015-12-09,0.0000
19,2015-12-08,0.5610
19,2015-12-07,26.7345
19,2015-12-30,2.1022
19,2015-12-29,0.0000
19,2015-12-28,0.1942
19,2015-12-27,0.0000
19,2015-12-26,0.0000
19,2015-12-25,0.0000
19,2015-12-24,0.0000
19,2015-12-23,0.0000
19,2015-12-22,0.0000
19,2015-12-21,0.0000
19,2015-12-31,2.6671
19,2016-01-01,1.8765
19,2016-01-11,0.2576
19,2016-01-10,0.0000
19,2016-01-09,0.5691
19,2016-01-08,0.0000
19,2016-01-07,0.0000
19,2016-01-06,0.0000
19,2016-01-05,0.0000
19,2016-01-04,1.1839
19,2016-01-03,5.2860
19,2016-01-02,6.2735
19,2016-01-12,11.4899
19,2016-01-14,8.2462
19,2016-01-13,18.6980
19,2016-01-15,34.3408
19,2016-01-18,0.1916
19,2016-01-17,0.1683
19,2016-01-16,53.4198
19,2016-01-19,20.1998
19,2016-01-21,3.4886
19,2016-01-20,10.4472
19,2016-01-22,10.5415
19,2016-02-10,0.0000
19,2016-02-09,0.0000
19,2016-02-08,0.0000
19,2016-02-07,0.0000
19,2016-02-06,0.0000
19,2016-02-05,0.0000
19,2016-02-04,0.0000
19,2016-02-03,0.0000
19,2016-02-02,0.0000
19,2016-02-01,0.0000
19,2016-02-14,0.0000
19,2016-02-13,0.0000
19,2016-02-12,0.1683
19,2016-02-11,9.7985
19,2016-02-15,14.5888
19,2016-02-16,18.6818
19,2016-02-17,13.3314
19,2016-02-18,5.7855
19,2016-02-19,4.6195
19,2016-02-20,7.6113
19,2016-02-21,24.9408
19,2016-02-22,34.3444
19,2016-02-28,0.0000
19,2016-02-27,0.0000
19,2016-02-26,0.0000
19,2016-02-25,0.0000
19,2016-02-24,0.0000
19,2016-02-23,24.6877
19,2016-02-29,77.5909
19,2016-03-01,5.9104
19,2016-03-11,1.8615
19,2016-03-10,0.4011
19,2016-03-09,0.0000
19,2016-03-08,0.0000
19,2016-03-07,0.3366
19,2016-03-06,0.8401
19,2016-03-05,0.0000
19,2016-03-04,0.0000
19,2016-03-03,0.0000
19,2016-03-02,3.3418
19,2016-03-15,0.1352
19,2016-03-14,0.0000
19,2016-03-13,0.2776
19,2016-03-12,153.4297
19,2016-03-22,0.0000
19,2016-03-21,0.0000
19,2016-03-20,0.0000
19,2016-03-19,0.0000
19,2016-03-18,0.0000
19,2016-03-17,3.4693
19,2016-03-16,35.5434
19,2016-03-31,0.0000
19,2016-03-30,0.0000
19,2016-03-29,0.0000
19,2016-03-28,0.0000
19,2016-03-27,0.0000
19,2016-03-26,0.3683
19,2016-03-25,0.0259
19,2016-03-24,2.7825
19,2016-03-23,30.0453
19,2016-05-11,0.0000
19,2016-05-10,0.0000
19,2016-05-09,0.0000
19,2016-05-08,0.0000
19,2016-05-07,0.0000
19,2016-05-06,0.0000
19,2016-05-05,0.0000
19,2016-05-04,0.0000
19,2016-05-03,0.0000
19,2016-05-02,0.0000
19,2016-05-12,9.6479
19,2016-05-16,0.0000
19,2016-05-15,0.0000
19,2016-05-14,8.4886
19,2016-05-13,15.1051
19,2016-05-17,3.1200
19,2016-05-18,15.7634
19,2016-05-22,0.0000
19,2016-05-21,0.0000
19,2016-05-20,0.7031
19,2016-05-19,20.8966
19,2016-06-04,2.1377
19,2016-06-03,3.0601
19,2016-06-02,4.7052
19,2016-06-01,0.0058
19,2016-05-31,0.0000
19,2016-05-30,0.2718
19,2016-05-29,0.0000
19,2016-05-28,0.0000
19,2016-05-27,0.0000
19,2016-05-26,0.0000
19,2016-06-06,1.6598
19,2016-06-05,28.3270
19,2016-06-07,44.0007
19,2016-06-20,0.4915
19,2016-06-19,0.0000
19,2016-06-18,0.0000
19,2016-06-17,0.0000
19,2016-06-16,0.0000
19,2016-06-15,0.0000
19,2016-06-14,0.0000
19,2016-06-13,0.0000
19,2016-06-12,0.0000
19,2016-06-11,0.0000
19,2016-08-09,0.0000
19,2016-08-08,0.1552
19,2016-08-07,0.0259
19,2016-08-06,0.0000
19,2016-08-05,0.0000
19,2016-08-04,0.0000
19,2016-08-03,1.8189
19,2016-08-02,7.6843
19,2016-08-01,0.0000
19,2016-07-31,0.0000
19,2016-08-11,0.0000
19,2016-08-10,2.5918
19,2016-08-20,0.8200
19,2016-08-19,1.8725
19,2016-08-18,0.4787
19,2016-08-17,0.0000
19,2016-08-16,0.0000
19,2016-08-15,3.9478
19,2016-08-14,0.0000
19,2016-08-13,0.0000
19,2016-08-12,10.3101
19,2016-08-21,16.9388
19,2016-08-30,0.0000
19,2016-08-29,0.0000
19,2016-08-28,0.0000
19,2016-08-27,0.0000
19,2016-08-26,0.0000
19,2016-08-25,0.0000
19,2016-08-24,0.0000
19,2016-08-23,0.0259
19,2016-08-22,15.1199
19,2016-09-19,5.7967
19,2016-09-18,4.7125
19,2016-09-17,0.0000
19,2016-09-16,0.6729
19,2016-09-15,0.0776
19,2016-09-14,0.0000
19,2016-09-13,0.0000
19,2016-09-12,0.0000
19,2016-09-11,0.0000
19,2016-09-10,0.1683
19,2016-09-24,0.8277
19,2016-09-23,0.0000
19,2016-09-22,0.1683
19,2016-09-21,1.3781
19,2016-09-20,29.6725
19,2016-09-29,0.0000
19,2016-09-28,0.0000
19,2016-09-27,0.3035
19,2016-09-26,1.2386
19,2016-09-25,17.7805
19,2016-10-03,6.1268
19,2016-10-02,1.3599
19,2016-10-01,5.0528
19,2016-09-30,9.4591
19,2016-10-04,35.8977
19,2016-10-08,0.0000
19,2016-10-07,1.2860
19,2016-10-06,0.0175
19,2016-10-05,10.5961
19,2016-10-21,1.3464
19,2016-10-20,0.3104
19,2016-10-19,0.0000
19,2016-10-18,0.0000
19,2016-10-17,0.0000
19,2016-10-16,0.0000
19,2016-10-15,0.0000
19,2016-10-14,0.0000
19,2016-10-13,0.0000
19,2016-10-12,0.0000
19,2016-11-03,4.5388
19,2016-11-02,0.0000
19,2016-11-01,0.0000
19,2016-10-31,0.0000
19,2016-10-30,0.0259
19,2016-10-29,0.4528
19,2016-10-28,0.2995
19,2016-10-27,1.6080
19,2016-10-26,0.0000
19,2016-10-25,0.0776
19,2016-11-04,42.7805
19,2016-11-12,3.7893
19,2016-11-11,0.0000
19,2016-11-10,2.2044
19,2016-11-09,0.0000
19,2016-11-08,0.3541
19,2016-11-07,0.0000
19,2016-11-06,0.4058
19,2016-11-05,38.2760
19,2016-11-13,34.0428
19,2016-11-16,0.0000
19,2016-11-15,7.4357
19,2016-11-14,20.4650
19,2016-11-29,0.0000
19,2016-11-28,0.0000
19,2016-11-27,0.0000
19,2016-11-26,0.0000
19,2016-11-25,0.0000
19,2016-11-24,0.1293
19,2016-11-23,0.0517
19,2016-11-22,0.0000
19,2016-11-21,0.0000
19,2016-11-20,0.0000
19,2016-12-02,0.0000
19,2016-12-01,0.0000
19,2016-11-30,12.0481
19,2016-12-03,21.8810
19,2016-12-11,0.9566
19,2016-12-10,0.1942
19,2016-12-09,0.6907
19,2016-12-08,1.9388
19,2016-12-07,0.0000
19,2016-12-06,0.0000
19,2016-12-05,0.2386
19,2016-12-04,12.4589
19,2016-12-13,0.1683
19,2016-12-12,25.8415
19,2016-12-16,3.2652
19,2016-12-15,3.7311
19,2016-12-14,32.7474
19,2016-12-17,16.2285
19,2017-01-04,0.0000
19,2017-01-03,0.1811
19,2017-01-02,0.0000
19,2017-01-01,0.0000
19,2016-12-31,0.0000
19,2016-12-30,2.5967
19,2016-12-29,0.0000
19,2016-12-28,0.0000
19,2016-12-27,0.0000
19,2016-12-26,0.0000
19,2017-01-10,0.0000
19,2017-01-09,0.0000
19,2017-01-08,0.0000
19,2017-01-07,0.0000
19,2017-01-06,0.1683
19,2017-01-05,16.9369
19,2017-01-11,6.0364
19,2017-01-12,15.1948
19,2017-01-15,0.0000
19,2017-01-14,2.2229
19,2017-01-13,33.9108
19,2017-01-24,0.8532
19,2017-01-23,0.0000
19,2017-01-22,0.9191
19,2017-01-21,0.0259
19,2017-01-20,0.8707
19,2017-01-19,5.6247
19,2017-01-18,0.0000
19,2017-01-17,0.0000
19,2017-01-16,9.9915
19,2017-01-25,10.7107
19,2017-01-30,0.0000
19,2017-01-29,0.0000
19,2017-01-28,0.0000
19,2017-01-27,0.0000
19,2017-01-26,1.6944
19,2017-02-07,0.0000
19,2017-02-06,0.0000
19,2017-02-05,0.0000
19,2017-02-04,0.0000
19,2017-02-03,0.2000
19,2017-02-02,6.9187
19,2017-02-01,0.0000
19,2017-01-31,19.3658
19,2017-03-01,0.0000
19,2017-02-28,0.0000
19,2017-02-27,0.1741
19,2017-02-26,4.7526
19,2017-02-25,0.0000
19,2017-02-24,0.0000
19,2017-02-23,0.0000
19,2017-02-22,0.0000
19,2017-02-21,0.0000
19,2017-02-20,0.0000
19,2017-03-02,5.3772
19,2017-03-13,0.0259
19,2017-03-12,0.0000
19,2017-03-11,0.0000
19,2017-03-10,0.0000
19,2017-03-09,0.0000
19,2017-03-08,6.9828
19,2017-03-07,2.2284
19,2017-03-06,0.3541
19,2017-03-05,0.0000
19,2017-03-04,0.0000
19,2017-03-17,0.0000
19,2017-03-16,0.0000
19,2017-03-15,0.1741
19,2017-03-14,20.4464
19,2017-03-18,7.9937
19,2017-03-19,7.9598
19,2017-03-31,0.1927
19,2017-03-30,2.5730
19,2017-03-29,2.3315
19,2017-03-28,1.5979
19,2017-03-27,0.0000
19,2017-03-26,0.0000
19,2017-03-25,0.0000
19,2017-03-24,0.0000
19,2017-03-23,0.0000
19,2017-03-22,4.2229
19,2017-04-07,1.8212
19,2017-04-06,0.0000
19,2017-04-05,0.0000
19,2017-04-04,0.0000
19,2017-04-03,0.0000
19,2017-04-02,0.3352
19,2017-04-01,20.5767
19,2017-04-11,0.0000
19,2017-04-10,0.0000
19,2017-04-09,0.0000
19,2017-04-08,7.7369
19,2017-04-12,10.9948
19,2017-04-22,1.0511
19,2017-04-21,0.0000
19,2017-04-20,0.0000
19,2017-04-19,0.1683
19,2017-04-18,6.0222
19,2017-04-17,8.9314
19,2017-04-16,0.0000
19,2017-04-15,0.0000
19,2017-04-14,0.1683
19,2017-04-13,12.5399
19,2017-04-26,0.1902
19,2017-04-25,0.0000
19,2017-04-24,0.2000
19,2017-04-23,10.4329
19,2017-04-27,6.3706
19,2017-05-18,0.0000
19,2017-05-17,0.0000
19,2017-05-16,0.0000
19,2017-05-15,0.0000
19,2017-05-14,0.0000
19,2017-05-13,0.0000
19,2017-05-12,0.0058
19,2017-05-11,2.7803
19,2017-05-10,0.0000
19,2017-05-09,0.0000
19,2017-06-12,0.0000
19,2017-06-11,0.0000
19,2017-06-10,0.0000
19,2017-06-09,1.9353
19,2017-06-08,0.0000
19,2017-06-07,0.0000
19,2017-06-06,0.0000
19,2017-06-05,0.0000
19,2017-06-04,0.0000
19,2017-06-03,0.0000
19,2017-06-18,0.0000
19,2017-06-17,0.0000
19,2017-06-16,0.0000
19,2017-06-15,2.8565
19,2017-06-14,2.5338
19,2017-06-13,6.3599
19,2017-06-19,10.4638
19,2017-06-20,106.9968
19,2017-06-30,0.0000
19,2017-06-29,0.0000
19,2017-06-28,0.0000
19,2017-06-27,0.0000
19,2017-06-26,0.0000
19,2017-06-25,0.0000
19,2017-06-24,0.0317
19,2017-06-23,1.5946
19,2017-06-22,4.1717
19,2017-06-21,34.2255
19,2017-07-01,9.5349
19,2017-07-17,0.0000
19,2017-07-16,0.0000
19,2017-07-15,0.0000
19,2017-07-14,0.0000
19,2017-07-13,0.0000
19,2017-07-12,0.0000
19,2017-07-11,0.0000
19,2017-07-10,0.0000
19,2017-07-09,0.0000
19,2017-07-08,0.0000
19,2017-08-20,9.0349
19,2017-08-19,0.2000
19,2017-08-18,4.0401
19,2017-08-17,4.9869
19,2017-08-16,6.0838
19,2017-08-15,0.0000
19,2017-08-14,0.0000
19,2017-08-13,0.0000
19,2017-08-12,0.0000
19,2017-08-11,1.3905
19,2017-08-31,2.9861
19,2017-08-30,0.0000
19,2017-08-29,0.0000
19,2017-08-28,0.0000
19,2017-08-27,0.0000
19,2017-08-26,0.0000
19,2017-08-25,0.0000
19,2017-08-24,0.0000
19,2017-08-23,0.0000
19,2017-08-22,2.1483
19,2017-10-02,0.0000
19,2017-10-01,0.1741
19,2017-09-30,6.7464
19,2017-09-29,0.0000
19,2017-09-28,0.0000
19,2017-09-27,0.0000
19,2017-09-26,0.0000
19,2017-09-25,0.0000
19,2017-09-24,0.0000
19,2017-09-23,0.0000
19,2017-10-14,0.0000
19,2017-10-13,0.0000
19,2017-10-12,0.0000
19,2017-10-11,0.0000
19,2017-10-10,0.0000
19,2017-10-09,0.0000
19,2017-10-08,0.0000
19,2017-10-07,0.0000
19,2017-10-06,0.0000
19,2017-10-05,0.0000
19,2017-10-22,2.7771
19,2017-10-21,0.0000
19,2017-10-20,0.0000
19,2017-10-19,0.0000
19,2017-10-18,0.0000
19,2017-10-17,0.0000
19,2017-10-16,0.0259
19,2017-10-15,17.1293
19,2017-11-10,0.0000
19,2017-11-09,0.0000
19,2017-11-08,0.0000
19,2017-11-07,0.0000
19,2017-11-06,7.8993
19,2017-11-05,0.1683
19,2017-11-04,0.0000
19,2017-11-03,0.0000
19,2017-11-02,0.0000
19,2017-11-01,3.9026
19,2017-11-17,0.5049
19,2017-11-16,0.0000
19,2017-11-15,0.0000
19,2017-11-14,0.0000
19,2017-11-13,0.0000
19,2017-11-12,0.3424
19,2017-11-11,17.6969
19,2017-11-18,3.3622
19,2017-11-19,7.4827
19,2017-11-21,0.4200
19,2017-11-20,25.8951
19,2017-11-27,0.0000
19,2017-11-26,0.0000
19,2017-11-25,0.0000
19,2017-11-24,0.0000
19,2017-11-23,0.9883
19,2017-11-22,17.7534
19,2017-11-29,0.0000
19,2017-11-28,11.1992
19,2017-12-11,0.0000
19,2017-12-10,0.0000
19,2017-12-09,0.0000
19,2017-12-08,4.6947
19,2017-12-07,0.0000
19,2017-12-06,0.0000
19,2017-12-05,1.5429
19,2017-12-04,0.0000
19,2017-12-03,0.2069
19,2017-12-02,0.8929
19,2017-12-20,0.0000
19,2017-12-19,0.0000
19,2017-12-18,0.0000
19,2017-12-17,0.0000
19,2017-12-16,0.0000
19,2017-12-15,0.0000
19,2017-12-14,0.0000
19,2017-12-13,0.0000
19,2017-12-12,7.0965
19,2017-12-22,0.4467
19,2017-12-21,22.0830
19,2017-12-23,14.8510
19,2017-12-25,4.3368
19,2017-12-24,13.7549
19,2017-12-28,1.5574
19,2017-12-27,0.0000
19,2017-12-26,11.3584
19,2018-01-02,0.0175
19,2018-01-01,0.0000
19,2017-12-31,0.1683
19,2017-12-30,3.8746
19,2017-12-29,20.9684
19,2018-01-03,4.3542
19,2018-01-06,0.0951
19,2018-01-05,1.4311
19,2018-01-04,18.0899
19,2018-01-07,28.1675
19,2018-01-25,0.0000
19,2018-01-24,0.0000
19,2018-01-23,0.0000
19,2018-01-22,0.0000
19,2018-01-21,0.1811
19,2018-01-20,0.0259
19,2018-01-19,0.0000
19,2018-01-18,0.0000
19,2018-01-17,0.0000
19,2018-01-16,0.0000
19,2018-01-26,16.7424
19,2018-01-29,0.0000
19,2018-01-28,0.1683
19,2018-01-27,15.3619
19,2018-02-04,0.0000
19,2018-02-03,0.0000
19,2018-02-02,0.0000
19,2018-02-01,0.0000
19,2018-01-31,0.1942
19,2018-01-30,22.9138
19,2018-02-06,3.3814
19,2018-02-05,16.5127
19,2018-02-13,0.6984
19,2018-02-12,0.0000
19,2018-02-11,0.0000
19,2018-02-10,0.0000
19,2018-02-09,0.0000
19,2018-02-08,0.0000
19,2018-02-07,10.4200
19,2018-02-14,10.3196
19,2018-02-17,0.0259
19,2018-02-16,0.7243
19,2018-02-15,59.7741
19,2018-02-20,0.0000
19,2018-02-19,0.0000
19,2018-02-18,11.1378
19,2018-02-21,42.1208
19,2018-02-22,16.7158
19,2018-02-26,0.9669
19,2018-02-25,0.0517
19,2018-02-24,0.2328
19,2018-02-23,45.5064
19,2018-03-02,0.0000
19,2018-03-01,0.0000
19,2018-02-28,0.0000
19,2018-02-27,36.3678
19,2018-03-07,0.5166
19,2018-03-06,0.0000
19,2018-03-05,0.0000
19,2018-03-04,0.0000
19,2018-03-03,16.0807
19,2018-03-21,1.8343
19,2018-03-20,0.0000
19,2018-03-19,0.0000
19,2018-03-18,0.0000
19,2018-03-17,0.2503
19,2018-03-16,0.2668
19,2018-03-15,4.7971
19,2018-03-14,0.0000
19,2018-03-13,1.4098
19,2018-03-12,0.0000
19,2018-04-02,0.5166
19,2018-04-01,0.0000
19,2018-03-31,0.0000
19,2018-03-30,0.0000
19,2018-03-29,0.0000
19,2018-03-28,0.0000
19,2018-03-27,0.0000
19,2018-03-26,0.0000
19,2018-03-25,0.0000
19,2018-03-24,0.0000
19,2018-04-04,0.2000
19,2018-04-03,41.3485
19,2018-04-06,0.8408
19,2018-04-05,11.2434
19,2018-04-14,0.0058
19,2018-04-13,0.0000
19,2018-04-12,0.0000
19,2018-04-11,0.0000
19,2018-04-10,0.0000
19,2018-04-09,0.0000
19,2018-04-08,0.0000
19,2018-04-07,2.5091
19,2018-05-18,0.0000
19,2018-05-17,1.1166
19,2018-05-16,0.0000
19,2018-05-15,0.0000
19,2018-05-14,0.1942
19,2018-05-13,0.1293
19,2018-05-12,1.2605
19,2018-05-11,0.0000
19,2018-05-10,0.0000
19,2018-05-09,2.3737
19,2018-06-02,0.0000
19,2018-06-01,0.0000
19,2018-05-31,0.0000
19,2018-05-30,0.0000
19,2018-05-29,0.0000
19,2018-05-28,0.0000
19,2018-05-27,0.0000
19,2018-05-26,0.0259
19,2018-05-25,0.1869
19,2018-05-24,0.0000
19,2018-06-13,0.0000
19,2018-06-12,0.0000
19,2018-06-11,0.0000
19,2018-06-10,0.0000
19,2018-06-09,0.0000
19,2018-06-08,0.2587
19,2018-06-07,7.5858
19,2018-06-06,0.1741
19,2018-06-05,0.9625
19,2018-06-04,5.6915
19,2018-06-14,12.7146
19,2018-06-16,2.0489
19,2018-06-15,10.2747
19,2018-06-17,1.9848
19,2018-07-09,0.0259
19,2018-07-08,0.0000
19,2018-07-07,0.0000
19,2018-07-06,0.0000
19,2018-07-05,0.0000
19,2018-07-04,2.3501
19,2018-07-03,0.4435
19,2018-07-02,0.0000
19,2018-07-01,0.0000
19,2018-06-30,0.0000
19,2018-07-23,0.0000
19,2018-07-22,1.9680
19,2018-07-21,0.0259
19,2018-07-20,0.0000
19,2018-07-19,0.0000
19,2018-07-18,0.0000
19,2018-07-17,0.0000
19,2018-07-16,0.0000
19,2018-07-15,0.0000
19,2018-07-14,0.0000
19,2018-07-31,2.8153
19,2018-07-30,0.0000
19,2018-07-29,0.0000
19,2018-07-28,0.0000
19,2018-07-27,0.0000
19,2018-07-26,0.0000
19,2018-07-25,0.3742
19,2018-07-24,2.7678
19,2018-08-01,49.7160
19,2018-08-05,0.0000
19,2018-08-04,4.4579
19,2018-08-03,8.1311
19,2018-08-02,18.1657
19,2018-08-06,17.8146
19,2018-08-25,0.0000
19,2018-08-24,0.0000
19,2018-08-23,0.0000
19,2018-08-22,0.0000
19,2018-08-21,0.0000
19,2018-08-20,0.0000
19,2018-08-19,0.0000
19,2018-08-18,0.1986
19,2018-08-17,1.2459
19,2018-08-16,0.0000
19,2018-08-26,6.5890
19,2018-09-13,0.0000
19,2018-09-12,0.0776
19,2018-09-11,0.0000
19,2018-09-10,2.0196
19,2018-09-09,0.0000
19,2018-09-08,0.0000
19,2018-09-07,0.0000
19,2018-09-06,3.6186
19,2018-09-05,0.9967
19,2018-09-04,6.5905
19,2018-10-04,0.0517
19,2018-10-03,0.0000
19,2018-10-02,0.0000
19,2018-10-01,0.0259
19,2018-09-30,0.0000
19,2018-09-29,1.2284
19,2018-09-28,1.4357
19,2018-09-27,3.2795
19,2018-09-26,0.0000
19,2018-09-25,0.0000
19,2018-10-05,32.6399
19,2018-10-09,2.6615
19,2018-10-08,0.3035
19,2018-10-07,0.0058
19,2018-10-06,18.9050
19,2018-10-11,4.4069
19,2018-10-10,23.0124
19,2018-10-18,0.0259
19,2018-10-17,0.2000
19,2018-10-16,0.0576
19,2018-10-15,6.0874
19,2018-10-14,1.5260
19,2018-10-13,6.8634
19,2018-10-12,6.3156
19,2018-10-24,6.4175
19,2018-10-23,0.0000
19,2018-10-22,0.0517
19,2018-10-21,0.4375
19,2018-10-20,2.4396
19,2018-10-19,17.5499
19,2018-11-03,0.0000
19,2018-11-02,0.6965
19,2018-11-01,0.0000
19,2018-10-31,0.0000
19,2018-10-30,0.0000
19,2018-10-29,0.9134
19,2018-10-28,0.7691
19,2018-10-27,1.2776
19,2018-10-26,0.2200
19,2018-10-25,9.6984
19,2018-11-06,0.0517
19,2018-11-05,5.8259
19,2018-11-04,15.6150
19,2018-11-07,20.5727
19,2018-11-15,0.0000
19,2018-11-14,0.0000
19,2018-11-13,0.0000
19,2018-11-12,0.0000
19,2018-11-11,0.0000
19,2018-11-10,0.1741
19,2018-11-09,7.6765
19,2018-11-08,55.0834
19,2018-11-18,0.0000
19,2018-11-17,0.0000
19,2018-11-16,8.8865
19,2018-11-19,52.2512
19,2018-11-25,0.0000
19,2018-11-24,0.0000
19,2018-11-23,1.8571
19,2018-11-22,0.0000
19,2018-11-21,0.0000
19,2018-11-20,13.5522
19,2018-12-06,0.0058
19,2018-12-05,0.3366
19,2018-12-04,0.0000
19,2018-12-03,0.0408
19,2018-12-02,0.3366
19,2018-12-01,0.1942
19,2018-11-30,0.0000
19,2018-11-29,0.0000
19,2018-11-28,0.0259
19,2018-11-27,2.0069
19,2018-12-07,18.0910
19,2018-12-23,0.0000
19,2018-12-22,0.0000
19,2018-12-21,0.0000
19,2018-12-20,0.0000
19,2018-12-19,0.0000
19,2018-12-18,0.0000
19,2018-12-17,0.0000
19,2018-12-16,0.0000
19,2018-12-15,0.0000
19,2018-12-14,0.0000
19,2019-01-24,0.0000
19,2019-01-23,0.0000
19,2019-01-22,0.0000
19,2019-01-21,0.0000
19,2019-01-20,0.0000
19,2019-01-19,0.0117
19,2019-01-18,0.0000
19,2019-01-17,0.0000
19,2019-01-16,0.0000
19,2019-01-15,0.0000
19,2019-02-03,0.0000
19,2019-02-02,0.0000
19,2019-02-01,0.0000
19,2019-01-31,0.0000
19,2019-01-30,0.0000
19,2019-01-29,0.0000
19,2019-01-28,0.0000
19,2019-01-27,0.0000
19,2019-01-26,0.1858
19,2019-01-25,38.8404
19,2019-02-04,34.4073
19,2019-02-05,21.6351
19,2019-02-11,0.0000
19,2019-02-10,0.0000
19,2019-02-09,0.0000
19,2019-02-08,0.0000
19,2019-02-07,3.7184
19,2019-02-06,52.8676
19,2019-02-12,17.8164
19,2019-02-16,5.0364
19,2019-02-15,0.0000
19,2019-02-14,0.3042
19,2019-02-13,63.0508
19,2019-02-25,1.3166
19,2019-02-24,0.0000
19,2019-02-23,0.0000
19,2019-02-22,0.0000
19,2019-02-21,1.1308
19,2019-02-20,0.4000
19,2019-02-19,2.1060
19,2019-02-18,8.2291
19,2019-02-17,20.0745
19,2019-02-27,5.4047
19,2019-02-26,8.6032
19,2019-02-28,20.9829
19,2019-03-01,62.7342
19,2019-03-02,13.1038
19,2019-03-10,0.0000
19,2019-03-09,0.0000
19,2019-03-08,0.0000
19,2019-03-07,0.0000
19,2019-03-06,1.6722
19,2019-03-05,0.0000
19,2019-03-04,0.2000
19,2019-03-03,46.6420
19,2019-03-15,4.5068
19,2019-03-14,0.0000
19,2019-03-13,4.6549
19,2019-03-12,0.0000
19,2019-03-11,36.6094
19,2019-03-18,0.3741
19,2019-03-17,7.4821
19,2019-03-16,21.2080
19,2019-03-19,15.1043
19,2019-03-20,36.5558
19,2019-03-27,0.0000
19,2019-03-26,0.0000
19,2019-03-25,0.0000
19,2019-03-24,0.0000
19,2019-03-23,0.0000
19,2019-03-22,2.3912
19,2019-03-21,48.0773
19,2019-03-28,18.8617
19,2019-04-07,0.0000
19,2019-04-06,0.0000
19,2019-04-05,0.0000
19,2019-04-04,0.0000
19,2019-04-03,0.0000
19,2019-04-02,0.0000
19,2019-04-01,0.0000
19,2019-03-31,0.0000
19,2019-03-30,0.0000
19,2019-03-29,14.5692
19,2019-04-08,113.0607
19,2019-04-09,106.9246
19,2019-04-22,0.0000
19,2019-04-21,0.0000
19,2019-04-20,0.0000
19,2019-04-19,0.0000
19,2019-04-18,0.0000
19,2019-04-17,0.2517
19,2019-04-16,0.0000
19,2019-04-15,0.7151
19,2019-04-14,6.4459
19,2019-04-13,0.0000
19,2019-04-27,0.0000
19,2019-04-26,0.0000
19,2019-04-25,0.0000
19,2019-04-24,0.0000
19,2019-04-23,7.8669
19,2019-05-06,0.0000
19,2019-05-05,0.0000
19,2019-05-04,0.0000
19,2019-05-03,0.0000
19,2019-05-02,0.0000
19,2019-05-01,0.0000
19,2019-04-30,0.0517
19,2019-04-29,1.5880
19,2019-04-28,13.4222
19,2019-05-14,0.6142
19,2019-05-13,0.0175
19,2019-05-12,0.0000
19,2019-05-11,0.0000
19,2019-05-10,0.0000
19,2019-05-09,0.0517
19,2019-05-08,0.5566
19,2019-05-07,43.4992
19,2019-05-15,51.4869
19,2019-05-16,39.0370
19,2019-06-01,2.9672
19,2019-05-31,0.0000
19,2019-05-30,0.0000
19,2019-05-29,0.0000
19,2019-05-28,0.0000
19,2019-05-27,0.0000
19,2019-05-26,0.0000
19,2019-05-25,0.0000
19,2019-05-24,0.0000
19,2019-05-23,0.0000
19,2019-06-02,18.8237
19,2019-06-03,15.1214
19,2019-06-04,12.2828
19,2019-06-19,0.0000
19,2019-06-18,0.0000
19,2019-06-17,0.0000
19,2019-06-16,0.0000
19,2019-06-15,0.0000
19,2019-06-14,0.0000
19,2019-06-13,0.0000
19,2019-06-12,0.0000
19,2019-06-11,0.0000
19,2019-06-10,1.9865
19,2019-07-03,0.0000
19,2019-07-02,0.0000
19,2019-07-01,0.0000
19,2019-06-30,0.0000
19,2019-06-29,0.0000
19,2019-06-28,0.0000
19,2019-06-27,0.0000
19,2019-06-26,0.0000
19,2019-06-25,0.0000
19,2019-06-24,0.0000
19,2019-07-04,6.0010
19,2019-08-02,0.0000
19,2019-08-01,0.0000
19,2019-07-31,0.0000
19,2019-07-30,0.0000
19,2019-07-29,0.0058
19,2019-07-28,0.0000
19,2019-07-27,0.0000
19,2019-07-26,0.0000
19,2019-07-25,0.0000
19,2019-07-24,0.0000
19,2019-08-03,14.9025
19,2019-08-12,0.0000
19,2019-08-11,0.0000
19,2019-08-10,0.0000
19,2019-08-09,0.0000
19,2019-08-08,0.0000
19,2019-08-07,0.0000
19,2019-08-06,0.0000
19,2019-08-05,1.0729
19,2019-08-04,32.3092
19,2019-08-13,14.0723
19,2019-08-19,2.3690
19,2019-08-18,0.0000
19,2019-08-17,0.0000
19,2019-08-16,0.0000
19,2019-08-15,1.8565
19,2019-08-14,21.8419
19,2019-08-20,17.7376
19,2019-08-21,2.9677
19,2019-09-02,7.1511
19,2019-09-01,6.6677
19,2019-08-31,0.0000
19,2019-08-30,0.0000
19,2019-08-29,0.0000
19,2019-08-28,0.0000
19,2019-08-27,0.0000
19,2019-08-26,0.0000
19,2019-08-25,1.5068
19,2019-08-24,2.2871
19,2019-09-03,6.6779
19,2019-09-04,3.9112
19,2019-09-21,0.5691
19,2019-09-20,0.0000
19,2019-09-19,0.0000
19,2019-09-18,0.0000
19,2019-09-17,0.0000
19,2019-09-16,0.0000
19,2019-09-15,0.0000
19,2019-09-14,4.3129
19,2019-09-13,0.0000
19,2019-09-12,0.0000
19,2019-09-25,0.7800
19,2019-09-24,0.0000
